done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
x,1226,,Ying,https://github.com/codinguser/gnucash-android/issues/663,45,2,3.3,4. Any further attempts to start the app cause crashes,45,../burt/data/TraceReplayer-Data/TR1226/org.gnucash.android-2.1.4/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.4_gnucash45_augmented.png,../burt/data/TraceReplayer-Data/TR1226/org.gnucash.android-2.1.4/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.4_gnucash45.png,open ../burt/data/TraceReplayer-Data/TR1226/org.gnucash.android-2.1.4/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.4_gnucash45_augmented.png,open ../burt/data/TraceReplayer-Data/TR1226/org.gnucash.android-2.1.4/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.4_gnucash45.png,App crashes,,App crashes,Easy,,Easy,5,ok,5,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,ok,,,90e9cf15b97831124b79c7070c0bf7259c6bc734990e8f8265f30be85d2a7f84,2,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,S_OB_LEADS_TO_NEG,,
,,,,,,,,,,,,,,,,,,,,,,,90e9cf15b97831124b79c7070c0bf7259c6bc734990e8f8265f30be85d2a7f84,,2,2,,,,,,374c03f3602288ed8325672a98424fdb558a99b420f926a20f59a56ea4ab35f3,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,374c03f3602288ed8325672a98424fdb558a99b420f926a20f59a56ea4ab35f3,,2,2,,,,We stopped here,,,,,,,,
x,1299,,Ying,https://github.com/PhenoApps/Field-Book/issues/146,20,0,0,[BUG] Crashes in Collect after importing field_sample.csv,20,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,App crashes,,App crashes,Easy,,Easy,3,ok,3,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,5d2c40f09fca8fcc98f3bc453fdf60ca1a498c2f702519cbecab887297ebaa69,16,,73093ac1faaa0554e8b595c07db5b9b7f1d53d6bc66eaff90ad10b52a8b86a5b,,,screen: e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,The previous coding is okay.,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,S_OB_ERROR_NOUN_PHRASE,,
,,,,,,,,,,,,,,,,,,,,,,,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,,,,,,,,,,,,,,
x,1299,,Ying,https://github.com/PhenoApps/Field-Book/issues/146,20,1,1.2,"Following exception occurs after importing a sample csv, going to Collect, and pressing the +1 button.",20,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,App crashes,,App crashes,Easy,,Easy,5,ok,5,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16,16,,,ok,does not mention manifesting screen in description,,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,S_OB_NEG_AFTER,,
,,,,,,,,,,,,,,,,,,,,,,,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,,,,,,,,,,,,,,
x,1299,,Ying,https://github.com/PhenoApps/Field-Book/issues/146,20,2,3.8,6. Click any button (other than primary/secondary choice) on this page and the app crashes,20,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1299/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook20.png,App crashes,,App crashes,Easy,,Easy,4,ok,4,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16,16,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,,screen: e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,16c9d62c265c8fdb4e439859c356403676619f27ba36b7df23aeaf444ab30cd4,16,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,S_OB_NEG_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,e9baf7bd2356f52876be906bce06fe0d645bf7d061dc6158d90b0e4cfb1b20a6,,,,,,,,,,,,,,,
x,1399,,Ying,https://github.com/fossasia/phimpme-android/issues/2416,14,0,0,redundant camera dialog,14,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,Undesirable component,,Undesirable component,Hard,,Hard,2,ok,2,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5","3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,"0,2,4",,screen: ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,The previous coding is okay.,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,S_OB_ERROR_NOUN_PHRASE,,
,,,,,,,,,,,,,,,,,,,,,,,ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,"3,4,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,,"3,4,5","3,4,5",,,,,,,,,,,,
x,1399,,Ying,https://github.com/fossasia/phimpme-android/issues/2416,14,1,1.2,"after resetting the settings, a dialog appears while opening up the camera settings for the first time which navigates to the camera.",14,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,Undesirable component,,Undesirable component,Easy,,Easy,5,ok,5,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5","3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,"0,2,4",,screen: ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,S_OB_AFTER_POS,,
,,,,,,,,,,,,,,,,,,,,,,,ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,"3,4,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,,"3,4,5","3,4,5",,,,,,,,,,,,
x,1399,,Ying,https://github.com/fossasia/phimpme-android/issues/2416,14,2,3.4,a dialog would appear which directs to camera on clicking ok.,14,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14_augmented.png,open ../burt/data/TraceReplayer-Data/TR1399/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimpme14.png,Undesirable component,,Undesirable component,Easy,,Easy,4,ok,4,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5","3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,"0,2,4",,screen: ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,a8bc785ededdd19cc8b7e0b995d5cd228bbb8cc24a27954f090745dfb1e50f47,"3,4,5",ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,S_OB_OBS_BEHAVIOR,unsure,
,,,,,,,,,,,,,,,,,,,,,,,ad41e7f2e73e4e533bb9f1b4c59f36302e57e0a958e977b09a97d5c2cabb10d2,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,"3,4,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d3a02c174dcec11b1f1f7762e0138075fc3aed227d6581300262416b8c632871,,"3,4,5","3,4,5",,,,,,,,,,,,
x,1430,,Junayed,https://github.com/brodeurlv/fastnfitness/issues/142,21,0,0,Crash after deleting a program that is in progress,21,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,App crashes,,App crashes,Hard,,Hard,3,ok,3,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,,"10,11","10,11",,,,please double check screenshot,The previous coding is okay.,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,"10,11",bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,S_OB_NEG_AFTER,,
,,,,,,,,,,,,,,,,,,,,,,,bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,
,,,,,,,,,,,,,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,,,,,,,,,,,,
x,1430,,Junayed,https://github.com/brodeurlv/fastnfitness/issues/142,21,1,1.1,"If you start a program, then go to delete it without first stopping it, then the next time you go back into ""Workout"" the application will crash.",21,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,App crashes,,App crashes,Easy,,Easy,5,ok,5,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,,"10,11","10,11",,,,please double check screenshot,,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,"10,11",bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,S_OB_COND_NEG,,
,,,,,,,,,,,,,,,,,,,,,,,bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,
,,,,,,,,,,,,,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,,,,,,,,,,,,
x,1430,,Junayed,https://github.com/brodeurlv/fastnfitness/issues/142,21,2,1.2,It will be stuck in a crash loop.,21,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,App crashes,,App crashes,Hard,,Hard,2,ok,2,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,,"10,11","10,11",,,,please double check screenshot,,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,"10,11",bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,S_OB_PASSIVE_VOICE,,
,,,,,,,,,,,,,,,,,,,,,,,bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,
,,,,,,,,,,,,,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,,,,,,,,,,,,
x,1430,,Junayed,https://github.com/brodeurlv/fastnfitness/issues/142,21,3,2.7,The application will crash.,21,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21_augmented.png,open ../burt/data/TraceReplayer-Data/TR1430/com.easyfitness-0.19.0.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.0.1_fastnfitness21.png,App crashes,,App crashes,Hard,,Hard,2,ok,2,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,,"10,11","10,11",,,,please double check screenshot,,7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d,"10,11",bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,S_OB_OBSERVE,unsure,
,,,,,,,,,,,,,,,,,,,,,,,bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,
,,,,,,,,,,,,,,,,,,,,,,,d39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b,,,,,,,,,,,,,,,
x,1441,,Junayed,https://github.com/cohenadair/anglers-log/issues/151,18,0,0,Issue manually entering fishing spot coordinates,18,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,Textual error in screen,,Textual error in screen,Hard,,Hard,2,ok,2,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,,"9,10,11,12,2","9,10,11,12,2",,,ok,,The previous coding is okay.,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,"9,10,11,12,2",f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,8,S_OB_ERROR_HOW,,
,,,,,,,,,,,,,,,,,,,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,,"8,9,10,11,2","8,9,10,11,2",,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,"8,9,10,11,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,,"9,10,11,12,2","9,10,11,12,2",,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,"9,10,11,12,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,,,,,8,,,,,,,,,,
x,1441,,Junayed,https://github.com/cohenadair/anglers-log/issues/151,18,1,1.2,"If the ""sync"" icon isn't clicked after manually entering coordinates, the fishing spot's coordinates aren't updated accordingly.",18,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,Uneditable component,,Uneditable component,Easy,,Easy,5,4,5,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,,"9,10,11,12,2","9,10,11,12,2",,,ok,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,"9,10,11,12,2",f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,8,S_OB_COND_NEG,,
,,,,,,,,,,,,,,,,,,,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,,"8,9,10,11,2","8,9,10,11,2",,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,"8,9,10,11,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,,"9,10,11,12,2","9,10,11,12,2",,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,"9,10,11,12,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,,,,,8,,,,,,,,,,
x,1441,,Junayed,https://github.com/cohenadair/anglers-log/issues/151,18,2,2.6,5. In the edit location screen the coordinates are not correct,18,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1441/com.cohenadair.anglerslog-1.2.5/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.5_anglerslog18.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,4,ok,4,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,,"9,10,11,12,2","9,10,11,12,2",,,ok,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,"9,10,11,12,2",f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,8,S_OB_NEG_ADV_ADJ,,
,,,,,,,,,,,,,,,,,,,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,,"8,9,10,11,2","8,9,10,11,2",,,,,,aba7805b9529f2acb683005a88f6dd3a643cae5ce5cd48aaa86f175bd029c82e,"8,9,10,11,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,,"9,10,11,12,2","9,10,11,12,2",,,,,,d01b1f6e00627773974be635df3731fa9c90410c619a8c4b5019b469a45aede4,"9,10,11,12,2",,,,,
,,,,,,,,,,,,,,,,,,,,,,,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,,,,,8,,,,,,,,,,
x,1481,,Junayed,https://github.com/longdivision/hex/issues/4,16,0,0,Back behaviour broken for Article WebView,16,../burt/data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex16_augmented.png,../burt/data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex16.png,open ../burt/data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex16_augmented.png,open ../burt/data/TraceReplayer-Data/TR1481/com.hexforhn.hex-0.1.0/screenshots/com.hexforhn.hex.User-Trace.1.com.hexforhn.hex_0.1.0_hex16.png,Undesirable  behavior ,,Undesirable  behavior ,Hard,,Hard,2,ok,2,04566a25959d1c4da5cddd188f4343d78f9944f56a6123f62a36c70cff5313e1,,0,0,,,ok,,The previous coding is okay.,04566a25959d1c4da5cddd188f4343d78f9944f56a6123f62a36c70cff5313e1,0,077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db,,S_OB_ERROR_NOUN_PHRASE,,
