Bug-ID;OB-ID;OB-Text;Top-3-Screens;Sequence-IDs;Screenshot-Paths
Bug110;2;Not even in the artist tab - there are song names listed there instead.;{'10781987eece1f5059c337907364210892bf87cf29c74f6dca2f61cdb5d9e2b1': 3.048702, '27770bb7d1a9a1b02ee39f799c6a3593026cf10f2a05dd2062625b09e41cc6bc': 2.904219, '139c4e1f407f5907bb31f0a76a5e7458db8e879d822279c28c7b210285995fab': 2.8345432};[12, 5, 2];['../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug11.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug4.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug1.png']
Bug110;3;3. They're never written anywhere;{'27eef48e7b99bd97f85b0d0bd9f30afe734cf1dc47e1162c5d90c763b102ea70': -1.4516454, '139c4e1f407f5907bb31f0a76a5e7458db8e879d822279c28c7b210285995fab': -1.4876828, '6c021f6e529bf4d67847657ed3c6b31fc7eadc7e87920cb6f280727a005a49dc': -1.6266123};[9, 2, 3];['../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug8.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug1.png', '../data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug6.png']
Bug168;0;Google maps crashes on Android 10;{'c4f2e3c4a1feef9623133c92e53b1c9ab623788e484d75bd332e821cdaf438d7': -1.4939926, '7c0e88671b4d54c43594fd058487400c794dd429e1f32576b17f1c7b848d0a05': -1.6878425, 'db04b906179c98c613860900737c666e72d3e3324ea6c1ad09d329c2dd507cad': -2.0937185};[7, 2, 1];['../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo8.png', '../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo1.png', '../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo0.png']
Bug168;1;The app immediately crashes;{'7c0e88671b4d54c43594fd058487400c794dd429e1f32576b17f1c7b848d0a05': 0.19759426, 'db04b906179c98c613860900737c666e72d3e3324ea6c1ad09d329c2dd507cad': -0.21885383, '338a8a6c65e3fc2fa6014c644279bc81c98198d1919ea673dde86b2967cdd837': -1.6070123};[2, 1, 29];['../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo1.png', '../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo0.png', '../data/TraceReplayer-Data/TR168/cgeo.geocaching-2019.02.23/screenshots/cgeo.geocaching.User-Trace.1.cgeo.geocaching_2019.02.23_c:geo29.png']
Bug248;0;Accessing General settings form Admin settings does not display disabled submenus;{'cde8f7bf347e46778b9957accd95445252df1882cf7d20003093c10ac5098441': 3.6568642, 'f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93': 2.659665, 'f723033de791d7cd40be6cbcee70d8cb80d7a1c6c777c5d804f52b1f8d0ee4d7': 2.6389017};[5, 45, 21];['../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect43.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect63.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect42.png']
Bug248;1;Accessing General settings from Admin settings does not display all General settings submenus if access to them has been revoked from normal users.;{'cde8f7bf347e46778b9957accd95445252df1882cf7d20003093c10ac5098441': 3.8929033, 'f3ea14adfe55fa24e394e65139bf7be493a3f77af7a80c5d8ce2406509e65d93': 3.1262884, 'f723033de791d7cd40be6cbcee70d8cb80d7a1c6c777c5d804f52b1f8d0ee4d7': 2.6043103};[5, 45, 21];['../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect43.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect63.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect42.png']
Bug248;2;When normal user access for all settings has been disabled, only the following submenu items are available in admin mode:;{'cde8f7bf347e46778b9957accd95445252df1882cf7d20003093c10ac5098441': 3.6292229, 'f723033de791d7cd40be6cbcee70d8cb80d7a1c6c777c5d804f52b1f8d0ee4d7': 2.1218104, 'ad3ff40de8e6d29f7740585d384e761e87a244d9e019390051a7498210ea2198': 1.6719089};[5, 21, 27];['../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect43.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect42.png', '../data/TraceReplayer-Data/TR248/org.odk.collect.android-v1.20.0/screenshots/org.odk.collect.android.User-Trace.1.org.odk.collect.android_v1.20.0_odkcollect30.png']
Bug1563;0;When reloading the current directory after completing a file operation, the list scrolls to the top (obviously because it's reinitialized).;{'ba6258dfabd0b9cfed3a0ec98a8ff5681febe430ae8ce61b3a50d6de542bc4ad': 2.2858334, 'd8d0fa8aa182e5e568bc75d79fa9133bbae8d4e22d90bc573f378c0d0ac9b896': 0.25578701, '0ab6bd6691b597faef1723890c6bf73f30ec7fadc38e7c8ee573f7287331e524': 0.035156935};[7, 9, 6];['../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm6.png', '../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm8.png', '../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm5.png']
Bug1563;1;3. Scroll moves back up;{'0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': -0.59048355, 'd8d0fa8aa182e5e568bc75d79fa9133bbae8d4e22d90bc573f378c0d0ac9b896': -0.6478323, 'cd1751d8073c38fe6f7ce2d8c2c52c136ea271537832ba35eed95d915b46ea4b': -0.65061563};[2, 9, 12];['../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm1.png', '../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm8.png', '../data/TraceReplayer-Data/TR1563/io.lerk.lrkFM-1.8.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_1.8.0_lrkfm11.png']
Bug1223;0;Split memos disappear;{'b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c': 0.7143942, 'cf9ae29ca5ef37d6733ea3c30eab22750b5a6a27cd9d9b055f8dfa8a55f47675': 0.43746275, '1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1': 0.34812808};[20, 50, 21];['../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash27.png', '../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash53.png', '../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash21.png']
Bug1223;1;Split do not have their memos anymore.;{'1c85c98a5b34f6057d43d6c1f127c433c70106135181e1605479c7e85bd2ecc1': 1.3629928, 'b0ca5ec0f9631d069cc5c8e2aec0391672dd02fafb30d9e5fa32b5301f0fd81c': 1.0418583, 'cf9ae29ca5ef37d6733ea3c30eab22750b5a6a27cd9d9b055f8dfa8a55f47675': -1.0646482};[21, 20, 50];['../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash21.png', '../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash27.png', '../data/TraceReplayer-Data/TR1223/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash53.png']
Bug1641;0;No Compliance of the Trainings Type Slider;{'fd9debe790c113593776f85586a7838daff1dfdcb3020ad7f91980cb79b70cf8': 1.217097, '098e71de2b5b03c53342bb9ce2a6702b14cb599263b774c6d329630683b256fa': 0.59053653, '68fa7e92bc4ec9e84068eb91ac159421e00dc49e19784b933672dff22d188730': 0.46753833};[3, 5, 43];['../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule38.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule4.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule42.png']
Bug1641;1;If you choose Something at the TrainingsTypeSlider, there is no compliance of the value.;{'68fa7e92bc4ec9e84068eb91ac159421e00dc49e19784b933672dff22d188730': 0.31314257, '1a8646bd92657c695f40ac5c0a5d26ae29e5ef49e9572df8f4d5f1432143d702': 0.18311313, '098e71de2b5b03c53342bb9ce2a6702b14cb599263b774c6d329630683b256fa': -0.020319462};[43, 9, 5];['../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule42.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule40.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule4.png']
Bug1641;2;3. See error;{'600cad29130304c4b311ad4c20618c4ae3a2752aa526be663b8cea8306e5bfca': -1.2356807, '408016722dcbdf85047f90c9f9edc63ad130022a2be4b8e8d5c96fd57b913463': -1.2672174, '07546d2ba78a0d2117e9662bcc39154e72b042bdff144ff6eba4c65e9b3635cf': -1.4707797};[7, 24, 27];['../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule16.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule51.png', '../data/TraceReplayer-Data/TR1641/com.german_software_engineers.trainerapp-19.02.89/screenshots/com.german_software_engineers.trainerapp.User-Trace.1.com.german_software_engineers.trainerapp_19.02.89_trainingsschedule45.png']
Bug11;0;Bug: App crash when i allow access to my file;{'61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': 2.2551436, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': 0.554821, '48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311': -0.28760958};[2, 3, 1];['../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer1.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer8.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer0.png']
Bug11;1;When I launched the app, I got a pop up that I should grant permission, I clicked on accept, and the app pops up again that I should allow access to my file and I clicked allow, the app roll and crashed.;{'48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311': 3.7183404, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': 2.782665, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': 1.2652025};[1, 2, 3];['../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer0.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer1.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer8.png']
Bug11;2;4. And note the bug;{'2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -0.92555016, '61730fee40943d7766d05209a78150c6b3cb5f45ca1cfb072a033c4a76ccf37a': -1.6107758, '48489898a8d2e4e2d8555f6b0db0b164ec504eca57fb6c45d75248611d13c311': -2.1902514};[3, 2, 1];['../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer8.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer1.png', '../data/TraceReplayer-Data/TR11/com.droidheat.musicplayer-0.8.20190518-2/screenshots/com.droidheat.musicplayer.User-Trace.1.com.droidheat.musicplayer_0.8.20190518-2_noadplayer0.png']
Bug55;0;[BUG] Categories are displayed off the screen;{'68025fb2a531a83664c0970d91d3a9e254134d5763e241cdaadf42856f13f830': 2.4345841, '57e0b4676fd2d71751bdc1930bccffa1ff7be84d62f3e9472c58784482bd4c4c': 2.4199562, 'd2fcd9d94dcd6cd7fb21e18aafd86cae25d24dc83845b171c8af6a00bebb8e00': 2.0880966};[14, 26, 12];['../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook33.png', '../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook25.png', '../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook24.png']
Bug55;1;The categories of a categorical trait are displayed off-screen, especially if they are large words or multiple words.;{'d2fcd9d94dcd6cd7fb21e18aafd86cae25d24dc83845b171c8af6a00bebb8e00': 4.80772, '68025fb2a531a83664c0970d91d3a9e254134d5763e241cdaadf42856f13f830': 3.4873672, '57e0b4676fd2d71751bdc1930bccffa1ff7be84d62f3e9472c58784482bd4c4c': 3.144819};[12, 14, 26];['../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook24.png', '../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook33.png', '../data/TraceReplayer-Data/TR55/com.fieldbook.tracker-4.3.0/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.0_fieldbook25.png']
Bug56;0;[BUG] Unable to change label size when printing to Zebra printer;{'e822557e8760b2188bd8b7aaaa50359d7bbca2ef9ed9e009a74a92f3e14b581e': 4.4396434, '98c7b97b37ea5abef4d39c5eaa6f9e8121a8afa352ca9163ad21ceccb170598a': 3.979683, 'd2fcd9d94dcd6cd7fb21e18aafd86cae25d24dc83845b171c8af6a00bebb8e00': 2.805829};[14, 13, 12];['../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook14.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook12.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook11.png']
Bug56;1;"After adding a trait in the ""Zebra Label Print"" format we are unable to change the label size.";{'e822557e8760b2188bd8b7aaaa50359d7bbca2ef9ed9e009a74a92f3e14b581e': 4.6534047, '98c7b97b37ea5abef4d39c5eaa6f9e8121a8afa352ca9163ad21ceccb170598a': 4.553838, 'd2fcd9d94dcd6cd7fb21e18aafd86cae25d24dc83845b171c8af6a00bebb8e00': 3.7180574};[14, 13, 12];['../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook14.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook12.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook11.png']
Bug56;2;When collecting data, the drop-down menus for Text, Barcode and Copies are also not available.;{'e8a7712ad649e9ece119057d90bb9c0e27823671d4f030a791d0ceec2fa7ccb0': 2.5537627, '409ff6cb622ffe0858fde221d4b588361bce6f3006d48a1a52d428bae3ef83f7': 1.6956941, '98c7b97b37ea5abef4d39c5eaa6f9e8121a8afa352ca9163ad21ceccb170598a': 0.39135912};[5, 20, 13];['../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook36.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook37.png', '../data/TraceReplayer-Data/TR56/com.fieldbook.tracker-4.3.3/screenshots/com.fieldbook.tracker.User-Trace.1.com.fieldbook.tracker_4.3.3_fieldbook12.png']
Bug1213;0;Confirmation field in settings doesn't react to show password option;{'4dcb729f5d6ec54ef1159334e7c4a5bf7d78aab27d61a3e7f4e5b5ae261993ff': 1.9356152, '01e88bc3883368add533da8fcfe5459cd578e8c6af6ec6772411fda560b71b4e': 1.6734672, '501e2e5c249dc28abf8e52d4912f52dd03d21b39399e14fc8f8be14b3c59234f': 1.3487184};[31, 30, 10];['../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp47.png', '../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp29.png', '../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp18.png']
Bug1213;1;Password/PIN shows only in the main field, not the confirm field.;{'0fe342dfd55bca0a3b197c631fbb9f87aef7cb00dab5fc1a6b42c74d337db640': 2.5135965, 'a8af282e7aeffc6e34854954e7982eb3365fe83fb0cc974fd536704fb567495b': 2.3705626, '4dcb729f5d6ec54ef1159334e7c4a5bf7d78aab27d61a3e7f4e5b5ae261993ff': 2.313714};[2, 34, 31];['../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp1.png', '../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp35.png', '../data/TraceReplayer-Data/TR1213/org.shadowice.flocke.andotp-0.8.0-beta1/screenshots/org.shadowice.flocke.andotp.User-Trace.1.org.shadowice.flocke.andotp_0.8.0-beta1_andotp47.png']
Bug1222;0;Weekly scheduled exports are listed with the wrong day;{'7dd6b9e88b2812646b757619e41f8fd35a35e5b45087ecddd536c549e4603625': 3.921819, '2f428ad823b957479fc0e1210b1c3d7beb4d2b0f4d960f3b6a1cf61e4c07f910': 3.6021729, '7ea2c320c0eeb91e6e65a09f56911355672570778c6f48ec04cda4d86baa3cb5': 2.9031608};[11, 10, 20];['../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash10.png', '../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash9.png', '../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash20.png']
Bug1222;1;"The scheduled export is listed as ""Weekly on Thursday"".";{'165fe5c3ee521dad845dc40b33704b4ca0e3f74ccbb73052561c99051de6eb71': 2.6579661, '7dd6b9e88b2812646b757619e41f8fd35a35e5b45087ecddd536c549e4603625': 2.493028, 'cd3aa1e72bb7ce6f8468d6eff9b740b6ce8d72aa4611495ae840e713ca687558': 2.088464};[13, 11, 12];['../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash15.png', '../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash10.png', '../data/TraceReplayer-Data/TR1222/org.gnucash.android-2.1.3/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.1.3_gnucash16.png']
Bug1428;0;Body measure is in kg/lbs/st while it should be in cm/in;{'6f087ac46f22fea2cbf135bf4fa651a21a9ca246d0a1ed47ab776fc88d3e7bf8': 1.190712, 'ead300093e2ebe57b0c4705d358037c0ba9d2deceb8349172827f317256508a7': 0.6940016, 'a9a91c7ac36a48ec131aa05a1ca459b01161366e7cdc94b657a5995241600c34': 0.37767062};[13, 10, 23];['../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness23.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness9.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness24.png']
Bug1428;1;Body measures unit are displayed in KG when there is no record already done.;{'6f087ac46f22fea2cbf135bf4fa651a21a9ca246d0a1ed47ab776fc88d3e7bf8': 1.4288441, 'ead300093e2ebe57b0c4705d358037c0ba9d2deceb8349172827f317256508a7': 0.37608328, 'a9a91c7ac36a48ec131aa05a1ca459b01161366e7cdc94b657a5995241600c34': 0.26410955};[13, 10, 23];['../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness23.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness9.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness24.png']
Bug1428;2;"4. Spinner shows ""kg"" while it should show ""cm""";{'ead300093e2ebe57b0c4705d358037c0ba9d2deceb8349172827f317256508a7': -1.7813487, '6f087ac46f22fea2cbf135bf4fa651a21a9ca246d0a1ed47ab776fc88d3e7bf8': -2.0082002, '7a4cbd9eccdbb17812fee42d80dc5044e9cd28d367560e0f6ee57481962ed15f': -2.5476847};[10, 13, 9];['../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness9.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness23.png', '../data/TraceReplayer-Data/TR1428/com.easyfitness-0.19.1/screenshots/com.easyfitness.User-Trace.1.com.easyfitness_0.19.1_fastnfitness8.png']
